post_id,text_urdu,text_roman,text_english,platform,collection_date,post_length,depression_label,llm_label,human_verified,label_confidence,cultural_markers,keywords_matched
bf099bc6b3a8be0c,محنت کرتا ہوں پر نتیجہ نہیں ملتا، دل بھاری ہے,"Mehnat karta hun par natija nahi milta, dil bhari hai","I work hard but get no result, heart feels heavy",twitter_x,2024-04-08,45,1,1,False,0.801,udaasi,اکیلا
ff013aebc3a7ef88,ہر چیز سے نفرت ہو گئی ہے، زندگی سے بھی,"Har cheez se nafrat ho gayi hai, zindagi se bhi","Grown to hate everything, including life itself",twitter_x,2025-01-04,38,3,3,True,0.639,"thakawat,dard,khatam",کوئی نہیں سمجھتا
856f2da25852bd08,کچھ اچھا نہیں لگ رہا آج کل,Kuch acha nahi lag raha aaj kal,Nothing feels good these days,twitter_x,2024-10-31,26,1,1,False,0.862,"udaasi,akela",کوئی نہیں سمجھتا
095fe8464e73ece3,کوئی نہیں ہے جو سمجھے، سب اپنے میں مگن ہیں,"Koi nahi hai jo samjhe, sab apne mein magan hain","There's no one to understand, everyone is absorbed in themselves",twitter_x,2024-07-03,42,2,2,True,0.657,"neend,udaasi",کوئی نہیں سمجھتا
91a8300705fb458f,دوستوں کے ساتھ کھانا کھایا، بہت مزہ آیا,"Doston ke sath khana khaya, bohat maza aaya","Had food with friends, really enjoyed it",twitter_x,2025-01-11,39,0,0,False,0.971,"khushi,dost",دل اداس
208a5d196d8ef03b,خود کو ختم کر لوں تو شاید سب ٹھیک ہو جائے,Khud ko khatam kar lun to shayad sab theek ho jaye,If I end myself maybe everything will be alright,twitter_x,2025-03-19,41,3,3,True,0.647,"bojh,maut",کوئی نہیں سمجھتا
f331cdfc2ea6943f,کوئی نہیں ہے جو سمجھے، سب اپنے میں مگن ہیں,"Koi nahi hai jo samjhe, sab apne mein magan hain","There's no one to understand, everyone is absorbed in themselves",twitter_x,2024-03-15,42,2,2,False,0.796,"tanha,bhetar",تھکاوٹ
0939028676ccae52,آج موڈ ٹھیک نہیں، کسی سے بات نہیں کرنا,"Aaj mood theek nahi, kisi se baat nahi karni","Mood is off today, don't want to talk to anyone",twitter_x,2024-06-27,38,1,1,False,0.902,"udaasi,akela",دل اداس
484b7ed6894fee05,آج موڈ ٹھیک نہیں، کسی سے بات نہیں کرنا,"Aaj mood theek nahi, kisi se baat nahi karni","Mood is off today, don't want to talk to anyone",twitter_x,2024-03-23,38,1,1,False,0.85,udaasi,رونا آتا ہے
2cd656e346c70983,آج موڈ ٹھیک نہیں، کسی سے بات نہیں کرنا,"Aaj mood theek nahi, kisi se baat nahi karni","Mood is off today, don't want to talk to anyone",twitter_x,2025-02-05,38,1,1,False,0.82,"akela,dard",خوشی نہیں ملتی
786c6ee0ed6e5be0,تھکاوٹ بہت ہے، آرام نہیں ملتا,"Thakawat bohat hai, aram nahi milta","Very tired, can't seem to rest",twitter_x,2024-11-01,29,1,1,False,0.891,"akela,dard",تنہائی
aaa097c0d9fd8081,ہر رات سوچتا ہوں کاش صبح نہ ہو,Har raat sochta hun kaash subah na ho,Every night I wish morning would not come,twitter_x,2024-04-23,30,3,3,True,0.793,"umeed_nahi,andhera",اداسی
ee65bb9ff10ec533,خوشی کا احساس بھول گیا ہوں,Khushi ka ehsaas bhool gaya hun,I have forgotten what happiness feels like,twitter_x,2024-05-22,26,2,2,False,0.843,"tanha,bhetar",بیکار لگتا ہے
4a360b8bf152c48d,آج موڈ ٹھیک نہیں، کسی سے بات نہیں کرنا,"Aaj mood theek nahi, kisi se baat nahi karni","Mood is off today, don't want to talk to anyone",twitter_x,2024-12-30,38,1,1,True,0.723,udaasi,امید نہیں
20f75845d98017ec,چائے پی کر دن کی شروعات اچھی ہوئی,Chai pi kar din ki shuruat achi hui,Started the day well with tea,twitter_x,2025-02-03,33,0,0,False,0.931,,تنہائی
7006dda865d3805f,چائے پی کر دن کی شروعات اچھی ہوئی,Chai pi kar din ki shuruat achi hui,Started the day well with tea,twitter_x,2024-12-17,33,0,0,False,0.984,kamyabi,دل اداس
a385914827396717,آج خوشی نہیں آئی، بس گزر گیا دن,"Aaj khushi nahi aayi, bas guzar gaya din","No joy came today, the day just passed",twitter_x,2024-07-20,31,1,1,True,0.746,"udaasi,akela",اداسی
125a4694d71a211a,کوئی نہیں ہے جو سمجھے، سب اپنے میں مگن ہیں,"Koi nahi hai jo samjhe, sab apne mein magan hain","There's no one to understand, everyone is absorbed in themselves",twitter_x,2024-02-21,42,2,2,False,0.78,"umeed,dard",زندگی بوجھ
6693ef7df3bd71f3,کوئی نہیں جو محسوس کرے، مجھے کوئی فرق نہیں پڑتا اب,"Koi nahi jo mahsoos kare, mujhe koi farq nahi parta ab","No one who cares, nothing matters to me anymore",twitter_x,2025-02-22,50,3,3,True,0.812,"umeed_nahi,andhera",تھکاوٹ
75c4750066442db9,آج پھر وہی پرانی یادیں آئیں,Aaj phir wahi purani yaadein aayin,Those old memories came again today,twitter_x,2024-07-07,27,1,1,False,0.758,"akela,dard",زندگی بوجھ
81547ce54a4e365e,آج کا دن بہت پرسکون رہا,Aaj ka din bohat pursukoon raha,Today was a very peaceful day,twitter_x,2024-09-15,23,0,0,False,0.92,mausam,زندگی بوجھ
e37bdadf535af296,لوگوں کے درمیان بھی اکیلا محسوس ہوتا ہوں,Logon ke darmiyan bhi akela mahsoos hota hun,Even among people I feel alone,twitter_x,2024-08-18,40,2,2,True,0.726,"tanha,bhetar",اکیلا
a6cf7c6bd4d4475c,پرانے دوستوں سے ملاقات ہوئی بہت اچھا لگا,Purane doston se mulaqat hui bohat acha laga,"Met old friends, felt very good",twitter_x,2025-01-19,40,0,0,False,0.836,kamyabi,اداسی
5ce3e2fb68fc788b,لوگوں کے درمیان بھی اکیلا محسوس ہوتا ہوں,Logon ke darmiyan bhi akela mahsoos hota hun,Even among people I feel alone,twitter_x,2025-02-23,40,2,2,False,0.863,"udaasi,akela,bekar",بیکار لگتا ہے
be25b50c1e96de21,تھک گیا ہوں لڑتے لڑتے، اب اور نہیں ہوتا,"Thak gaya hun larte larte, ab aur nahi hota","I'm tired of fighting, I can't do it anymore",twitter_x,2024-05-30,39,3,3,True,0.805,"tanhai,zindagi,khatam",خوشی نہیں ملتی
e0f8d2a456b07356,آج موڈ ٹھیک نہیں، کسی سے بات نہیں کرنا,"Aaj mood theek nahi, kisi se baat nahi karni","Mood is off today, don't want to talk to anyone",twitter_x,2024-03-23,38,1,1,False,0.818,"akela,dard",اداسی
7f2416aba27aedf2,خاندان کے ساتھ پکنک پر گئے,Khandan ke sath picnic par gaye,Went on a picnic with family,twitter_x,2024-05-21,26,0,0,False,0.946,"ghar,khushi",تنہائی
b7128f7d8cf82285,دوستوں کے ساتھ کھانا کھایا، بہت مزہ آیا,"Doston ke sath khana khaya, bohat maza aaya","Had food with friends, really enjoyed it",twitter_x,2024-06-16,39,0,0,False,0.933,kamyabi,خوشی نہیں ملتی
74b6d28373a6fa80,جو کام پہلے اچھا لگتا تھا اب وہ بھی بوجھ لگتا ہے,Jo kaam pehle acha lagta tha ab woh bhi bojh lagta hai,Work that used to feel good now feels like a burden too,twitter_x,2024-02-13,48,2,2,True,0.743,"neend,udaasi",ڈپریشن
0a75b478e5ad5d5f,خاندان کے ساتھ پکنک پر گئے,Khandan ke sath picnic par gaye,Went on a picnic with family,twitter_x,2024-04-19,26,0,0,False,0.927,kamyabi,ڈپریشن
c22f0f9970002db9,زندگی میں کوئی مقصد نہیں رہا، کیوں جیوں,"Zindagi mein koi maqsad nahi raha, kyun jiyun","No purpose left in life, why should I live",twitter_x,2025-03-15,39,3,3,True,0.827,"umeed_nahi,andhera",دل اداس
1d5ec857ca189942,نئی کتاب شروع کی ہے، بہت دلچسپ ہے,"Nai kitab shuru ki hai, bohat dilchasp hai","Started a new book, it's very interesting",twitter_x,2024-09-03,33,0,0,False,0.846,mausam,ڈپریشن
73f8bad4b12edfe4,آج خوشی نہیں آئی، بس گزر گیا دن,"Aaj khushi nahi aayi, bas guzar gaya din","No joy came today, the day just passed",twitter_x,2024-09-21,31,1,1,False,0.884,"neend,sochein",اکیلا
fe61acd83dde2748,آج کام میں بہت کامیابی ملی,Aaj kaam mein bohat kamyabi mili,Got a lot of success in work today,twitter_x,2024-02-01,26,0,0,False,0.871,"ghar,khushi",دل اداس
72b993279a6c3376,آج کام میں بہت کامیابی ملی,Aaj kaam mein bohat kamyabi mili,Got a lot of success in work today,twitter_x,2024-09-24,26,0,0,False,0.926,kamyabi,ڈپریشن
b4345b16d5d3c257,آج خوشی نہیں آئی، بس گزر گیا دن,"Aaj khushi nahi aayi, bas guzar gaya din","No joy came today, the day just passed",twitter_x,2024-11-03,31,1,1,True,0.745,"akela,dard",نیند نہیں آتی
64bb18ba4465d147,آج موڈ ٹھیک نہیں، کسی سے بات نہیں کرنا,"Aaj mood theek nahi, kisi se baat nahi karni","Mood is off today, don't want to talk to anyone",twitter_x,2024-06-27,38,1,1,False,0.911,"neend,sochein",دل اداس
b5f476c71e614b8a,کوئی نہیں ہے جو سمجھے، سب اپنے میں مگن ہیں,"Koi nahi hai jo samjhe, sab apne mein magan hain","There's no one to understand, everyone is absorbed in themselves",twitter_x,2024-12-26,42,2,2,True,0.737,"bojh,akela",اکیلا
63b9dd9b18cdbeef,اب جینے کی خواہش بھی نہیں رہی,Ab jeene ki khawahish bhi nahi rahi,Don't even have the will to live anymore,twitter_x,2025-02-14,29,3,3,True,0.69,"bojh,maut",تھکاوٹ
4dfae24ecb339b06,محبت اور امید دونوں ختم ہو گئے ہیں,Muhabbat aur umeed dono khatam ho gaye hain,Both love and hope have ended,twitter_x,2024-02-04,34,2,2,False,0.788,"bojh,akela",رونا آتا ہے
ca00f8253723a9bc,چائے پی کر دن کی شروعات اچھی ہوئی,Chai pi kar din ki shuruat achi hui,Started the day well with tea,twitter_x,2024-04-09,33,0,0,False,0.9,"ghar,khushi",ڈپریشن
31471d87dcea2572,کھانے پینے کا بھی دل نہیں، سب بے مزہ لگتا ہے,"Khane pine ka bhi dil nahi, sab be maza lagta hai","Don't even feel like eating, everything feels tasteless",twitter_x,2024-08-06,44,2,2,True,0.726,"tanha,bhetar",زندگی بوجھ
c7d9023c679b769e,رویا تو نہیں پر اندر سے ٹوٹا ہوا ہوں,Roya to nahi par andar se toota hua hun,Haven't cried but I'm broken from inside,twitter_x,2024-05-03,36,2,2,True,0.734,"bojh,akela",تھکاوٹ
3f47a6088f20002e,دل اداس ہے، سمجھ نہیں آتا کیوں,"Dil udaas hai, samajh nahi aata kyun","Heart is sad, don't understand why",twitter_x,2025-01-31,30,1,1,False,0.842,"yaad,dard",اداسی
66c4d70793115bb1,تھکاوٹ بہت ہے، آرام نہیں ملتا,"Thakawat bohat hai, aram nahi milta","Very tired, can't seem to rest",twitter_x,2024-08-06,29,1,1,False,0.755,thakawat,تنہائی
80edbb640550e45c,ہر چیز سے نفرت ہو گئی ہے، زندگی سے بھی,"Har cheez se nafrat ho gayi hai, zindagi se bhi","Grown to hate everything, including life itself",twitter_x,2024-10-21,38,3,3,True,0.717,"tanhai,zindagi,khatam",کوئی نہیں سمجھتا
6f73532a77b6bff0,چائے پی کر دن کی شروعات اچھی ہوئی,Chai pi kar din ki shuruat achi hui,Started the day well with tea,twitter_x,2024-02-10,33,0,0,False,0.955,"khushi,dost",کوئی نہیں سمجھتا
413f6321a277ce12,رات کو نیند دیر سے آتی ہے، سوچیں چلتی رہتی ہیں,"Raat ko neend der se aati hai, sochein chalti rehti hain","Sleep comes late at night, thoughts keep running",twitter_x,2024-09-30,46,1,1,True,0.725,"udaasi,akela",کوئی نہیں سمجھتا
53c75a741a504d16,نئی کتاب شروع کی ہے، بہت دلچسپ ہے,"Nai kitab shuru ki hai, bohat dilchasp hai","Started a new book, it's very interesting",twitter_x,2024-11-21,33,0,0,False,0.867,"khushi,dost",تھکاوٹ
3cf0c3035720c558,آج کچھ ٹھیک نہیں لگ رہا، بس یوں ہی,"Aaj kuch theek nahi lag raha, bas yun hi","Not feeling right today, just like that",twitter_x,2024-09-24,34,1,1,False,0.86,"udaasi,akela",ڈپریشن
0e76b155e339f00e,کھانے پینے کا بھی دل نہیں، سب بے مزہ لگتا ہے,"Khane pine ka bhi dil nahi, sab be maza lagta hai","Don't even feel like eating, everything feels tasteless",twitter_x,2024-12-06,44,2,2,True,0.674,"neend,udaasi",زندگی بوجھ
c6be23ef4fbe0fa9,جو کام پہلے اچھا لگتا تھا اب وہ بھی بوجھ لگتا ہے,Jo kaam pehle acha lagta tha ab woh bhi bojh lagta hai,Work that used to feel good now feels like a burden too,twitter_x,2024-05-07,48,2,2,True,0.697,"tanhai,dard",نیند نہیں آتی
18dbf50d4d3dc3c9,آج سیر کو گیا، طبیعت تازہ ہو گئی,"Aaj sair ko gaya, tabiyat taza ho gayi","Went for a walk today, felt refreshed",twitter_x,2024-07-02,32,0,0,False,0.885,"khushi,dost",دل اداس
112e099627872ae3,دوستوں کے ساتھ کھانا کھایا، بہت مزہ آیا,"Doston ke sath khana khaya, bohat maza aaya","Had food with friends, really enjoyed it",twitter_x,2024-12-22,39,0,0,False,0.904,,اکیلا
d2096b31eabae66d,خوشی کا احساس بھول گیا ہوں,Khushi ka ehsaas bhool gaya hun,I have forgotten what happiness feels like,twitter_x,2024-01-09,26,2,2,False,0.808,"udaasi,akela,bekar",اداسی
33a46a626a01e334,خود کو ختم کر لوں تو شاید سب ٹھیک ہو جائے,Khud ko khatam kar lun to shayad sab theek ho jaye,If I end myself maybe everything will be alright,twitter_x,2024-03-16,41,3,3,True,0.627,"thakawat,dard,khatam",زندگی بوجھ
40113d6478db14ca,آج پھر وہی پرانی یادیں آئیں,Aaj phir wahi purani yaadein aayin,Those old memories came again today,twitter_x,2024-01-28,27,1,1,False,0.9,thakawat,رونا آتا ہے
a155285eea5b87c9,پرانے دوستوں سے ملاقات ہوئی بہت اچھا لگا,Purane doston se mulaqat hui bohat acha laga,"Met old friends, felt very good",twitter_x,2024-08-29,40,0,0,False,0.976,mausam,تنہائی
3976e7a26e6068c9,آج خوشی نہیں آئی، بس گزر گیا دن,"Aaj khushi nahi aayi, bas guzar gaya din","No joy came today, the day just passed",twitter_x,2025-04-04,31,1,1,False,0.772,"yaad,dard",خوشی نہیں ملتی
8249f0d87bd68599,نیند نہیں آتی رات کو، بس چھت کو تکتا رہتا ہوں,"Neend nahi aati raat ko, bas chhat ko takta rehta hun","Can't sleep at night, just keep staring at the ceiling",twitter_x,2024-07-18,45,2,2,True,0.729,"udaasi,akela,bekar",اداسی
c1de86324b83a443,آج کا دن بہت پرسکون رہا,Aaj ka din bohat pursukoon raha,Today was a very peaceful day,twitter_x,2025-02-07,23,0,0,False,0.921,,رونا آتا ہے
e953ac3589c5fcc5,کچھ اچھا نہیں لگ رہا آج کل,Kuch acha nahi lag raha aaj kal,Nothing feels good these days,twitter_x,2024-11-27,26,1,1,True,0.714,udaasi,امید نہیں
b1eb0fd039076adf,آج کام میں بہت کامیابی ملی,Aaj kaam mein bohat kamyabi mili,Got a lot of success in work today,twitter_x,2024-03-29,26,0,0,False,0.936,"khushi,dost",اکیلا
cfd6b05d55f00a4d,ہر رات سوچتا ہوں کاش صبح نہ ہو,Har raat sochta hun kaash subah na ho,Every night I wish morning would not come,twitter_x,2024-05-11,30,3,3,True,0.688,"bojh,maut",تھکاوٹ
c1b8ddd05f35bd41,آج بارش میں بھیگا، بچپن یاد آ گیا,"Aaj barish mein bhiga, bachpan yaad aa gaya","Got wet in the rain today, remembered childhood",twitter_x,2024-10-11,33,0,0,False,0.965,"ghar,khushi",اکیلا
c3df47ce608e134f,خود کو ختم کر لوں تو شاید سب ٹھیک ہو جائے,Khud ko khatam kar lun to shayad sab theek ho jaye,If I end myself maybe everything will be alright,twitter_x,2024-04-19,41,3,3,True,0.678,"maqsad,maut,dard",اکیلا
1b7e077d1a8991c8,دن گزر گیا پر کچھ خاص نہیں ہوا,Din guzar gaya par kuch khaas nahi hua,Day passed but nothing special happened,twitter_x,2025-03-02,30,1,1,False,0.835,thakawat,خوشی نہیں ملتی
9ba45d36833554fc,آج کچھ ٹھیک نہیں لگ رہا، بس یوں ہی,"Aaj kuch theek nahi lag raha, bas yun hi","Not feeling right today, just like that",twitter_x,2024-11-19,34,1,1,False,0.9,"neend,sochein",تنہائی
a08c807d91539747,رویا تو نہیں پر اندر سے ٹوٹا ہوا ہوں,Roya to nahi par andar se toota hua hun,Haven't cried but I'm broken from inside,twitter_x,2024-05-20,36,2,1,True,0.743,"neend,udaasi",کوئی نہیں سمجھتا
d547918a933e7601,رات کو نیند دیر سے آتی ہے، سوچیں چلتی رہتی ہیں,"Raat ko neend der se aati hai, sochein chalti rehti hain","Sleep comes late at night, thoughts keep running",twitter_x,2025-02-10,46,1,1,False,0.919,"udaasi,akela",بیکار لگتا ہے
b29cdb8d0987db90,آج موڈ ٹھیک نہیں، کسی سے بات نہیں کرنا,"Aaj mood theek nahi, kisi se baat nahi karni","Mood is off today, don't want to talk to anyone",twitter_x,2024-07-09,38,1,1,True,0.718,"akela,dard",تنہائی
ed4b29e7d663dba0,محبت اور امید دونوں ختم ہو گئے ہیں,Muhabbat aur umeed dono khatam ho gaye hain,Both love and hope have ended,twitter_x,2024-08-26,34,2,2,False,0.846,"tanha,bhetar",رونا آتا ہے
cc79b8a5ac35d6ee,نئے دوست بنے ہیں، زندگی اچھی لگ رہی ہے,"Naye dost bane hain, zindagi achi lag rahi hai","Made new friends, life is feeling good",twitter_x,2024-06-10,38,0,0,False,0.864,kamyabi,خوشی نہیں ملتی
64cfc3fa141cf3a9,دل اداس ہے، سمجھ نہیں آتا کیوں,"Dil udaas hai, samajh nahi aata kyun","Heart is sad, don't understand why",twitter_x,2025-01-27,30,1,2,True,0.713,"akela,dard",اکیلا
52a8f786311299e1,آج موسم بہت اچھا ہے، باہر گھومنے گیا,"Aaj mausam bohat acha hai, bahar ghumne gaya","Today the weather is very nice, went out for a walk",twitter_x,2024-01-12,36,0,0,False,0.962,mausam,اداسی
5c8e305b5df9404d,دل اداس ہے، سمجھ نہیں آتا کیوں,"Dil udaas hai, samajh nahi aata kyun","Heart is sad, don't understand why",twitter_x,2024-12-13,30,1,1,False,0.882,"neend,sochein",نیند نہیں آتی
8cde7f3addf8d539,تھک گیا ہوں لڑتے لڑتے، اب اور نہیں ہوتا,"Thak gaya hun larte larte, ab aur nahi hota","I'm tired of fighting, I can't do it anymore",twitter_x,2024-10-25,39,3,3,True,0.898,"tanhai,zindagi,khatam",کوئی نہیں سمجھتا
5a1e0ebdd4cb517f,آج پھر وہی پرانی یادیں آئیں,Aaj phir wahi purani yaadein aayin,Those old memories came again today,twitter_x,2024-05-29,27,1,1,False,0.87,"yaad,dard",دل اداس
e07c167705433e5d,آج سیر کو گیا، طبیعت تازہ ہو گئی,"Aaj sair ko gaya, tabiyat taza ho gayi","Went for a walk today, felt refreshed",twitter_x,2025-04-12,32,0,0,False,0.85,,نیند نہیں آتی
ad7395eaa6153fac,نئے دوست بنے ہیں، زندگی اچھی لگ رہی ہے,"Naye dost bane hain, zindagi achi lag rahi hai","Made new friends, life is feeling good",twitter_x,2024-11-06,38,0,0,False,0.855,mausam,امید نہیں
a93236dc400f91b8,رویا تو نہیں پر اندر سے ٹوٹا ہوا ہوں,Roya to nahi par andar se toota hua hun,Haven't cried but I'm broken from inside,twitter_x,2024-01-31,36,2,2,True,0.731,"neend,udaasi",دل اداس
d50f90428be8d54e,دن گزر گیا پر کچھ خاص نہیں ہوا,Din guzar gaya par kuch khaas nahi hua,Day passed but nothing special happened,twitter_x,2024-02-05,30,1,1,False,0.859,thakawat,کوئی نہیں سمجھتا
dbf00a0c34cd59e8,آج کا دن بہت پرسکون رہا,Aaj ka din bohat pursukoon raha,Today was a very peaceful day,twitter_x,2024-08-25,23,0,0,False,0.861,"ghar,khushi",دل اداس
88e29eb7e4217c5d,جو کام پہلے اچھا لگتا تھا اب وہ بھی بوجھ لگتا ہے,Jo kaam pehle acha lagta tha ab woh bhi bojh lagta hai,Work that used to feel good now feels like a burden too,twitter_x,2024-06-06,48,2,2,True,0.701,"tanhai,dard",ڈپریشن
51ef5c6f170eada6,آج بارش میں بھیگا، بچپن یاد آ گیا,"Aaj barish mein bhiga, bachpan yaad aa gaya","Got wet in the rain today, remembered childhood",twitter_x,2025-01-20,33,0,0,False,0.863,mausam,بیکار لگتا ہے
512b0ee8f6809b17,پرانے دوستوں سے ملاقات ہوئی بہت اچھا لگا,Purane doston se mulaqat hui bohat acha laga,"Met old friends, felt very good",twitter_x,2024-09-16,40,0,0,False,0.963,"ghar,khushi",اکیلا
946523e09178de61,گھر والوں کے ساتھ وقت گزرا، خوشی ہوئی,"Ghar walon ke sath waqt guzra, khushi hui","Spent time with family, felt happy",twitter_x,2024-08-28,37,0,0,False,0.918,kamyabi,زندگی بوجھ
897513323ce0d1cf,کھانے پینے کا بھی دل نہیں، سب بے مزہ لگتا ہے,"Khane pine ka bhi dil nahi, sab be maza lagta hai","Don't even feel like eating, everything feels tasteless",twitter_x,2024-11-16,44,2,2,False,0.804,"neend,udaasi",اکیلا
ac440e2349e71b5e,کسی سے ملنے کا دل نہیں، سب بیکار لگتا ہے,"Kisi se milne ka dil nahi, sab bekar lagta hai","Don't want to meet anyone, everything feels pointless",twitter_x,2024-12-06,40,2,2,True,0.694,"tanhai,dard",زندگی بوجھ
cd32bfc61754c4c4,ہر روز ایک جیسا ہے، کوئی فرق نہیں پڑتا,"Har roz ek jaisa hai, koi farq nahi parta","Every day is the same, nothing matters anymore",twitter_x,2025-01-05,38,2,3,True,0.747,"bojh,akela",کوئی نہیں سمجھتا
0704ee60c05b0ade,رات کو نیند دیر سے آتی ہے، سوچیں چلتی رہتی ہیں,"Raat ko neend der se aati hai, sochein chalti rehti hain","Sleep comes late at night, thoughts keep running",twitter_x,2024-03-17,46,1,1,False,0.864,"yaad,dard",اکیلا
22ff1b26543e02e6,اب کچھ نہیں بچا، سب ختم ہو گیا,"Ab kuch nahi bacha, sab khatam ho gaya","Nothing is left now, everything is over",twitter_x,2025-02-05,30,3,3,True,0.763,"thakawat,dard,khatam",اداسی
114c884fbe610411,آج کچھ ٹھیک نہیں لگ رہا، بس یوں ہی,"Aaj kuch theek nahi lag raha, bas yun hi","Not feeling right today, just like that",twitter_x,2024-04-19,34,1,1,False,0.789,"neend,sochein",اکیلا
7b52fe4d1c07f704,محنت کرتا ہوں پر نتیجہ نہیں ملتا، دل بھاری ہے,"Mehnat karta hun par natija nahi milta, dil bhari hai","I work hard but get no result, heart feels heavy",twitter_x,2024-05-09,45,1,0,False,0.857,"yaad,dard",نیند نہیں آتی
